#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
time [ms], BMP temp [degC], BMP pres [mbar], BMP alt [m], BNO x [deg], BNO y [deg], BNO z [deg], BNO xa [m/s^2], BNO ya [], BNO za [], BNO xg [rad/s], BNO yg [], BNO zg [], BNO xm [uT], BNO ym [], BNO zm [], GPS lat [deg.min], GPS lon [deg.min], GPS speed [m/s], GPS angle [deg], GPS alt [m], GPS sat [#], ICM temp [degC], ICM accel x [m/s^2], ICM accel y [m/s^2], ICM accel z [m/s^2], ICM gyro x [rad/s], ICM gyro y [rad/s], ICM gyro z [rad/s], ICM mag x [], ICM mag y [], ICM mag z []
96331, 23.10, 994.23, 159.54, 357.06, 1.81, 172.62, -0.17, -1.42, -9.66, -0.17, -1.42, -9.66, -0.17, -1.42, -9.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.07, 0.06, -9.97, -0.02, 0.01, -0.92, 16.35, -19.05, -70.95
96375, 23.10, 994.24, 159.46, 355.06, 2.12, 172.69, -0.30, -1.45, -9.76, -0.30, -1.45, -9.76, -0.30, -1.45, -9.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.59, -0.15, 0.05, -9.86, 0.01, 0.01, -0.59, 12.00, -22.50, -72.60
96419, 23.10, 994.25, 159.38, 353.69, 2.00, 172.62, -0.53, -1.44, -9.63, -0.53, -1.44, -9.63, -0.53, -1.44, -9.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, 0.07, 0.07, -9.98, 0.01, 0.01, -0.27, 12.00, -22.50, -72.60
96463, 23.10, 994.25, 159.37, 353.00, 1.50, 172.50, -0.55, -1.42, -9.54, -0.55, -1.42, -9.54, -0.55, -1.42, -9.54, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.12, -0.00, -9.98, 0.00, -0.00, 0.08, 11.25, -24.75, -73.05
96513, 23.10, 994.26, 159.33, 353.31, 1.31, 172.50, -0.07, -1.32, -9.64, -0.07, -1.32, -9.64, -0.07, -1.32, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.20, -0.02, -9.92, 0.01, 0.00, 0.25, 11.25, -24.75, -73.05
96559, 23.10, 994.25, 159.37, 353.94, 1.25, 172.50, 0.32, -1.31, -9.70, 0.42, -1.32, -9.71, 0.42, -1.32, -9.71, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.45, -0.07, -9.99, 0.02, 0.01, 0.16, 12.45, -23.55, -71.25
96604, 23.10, 994.25, 159.39, 354.37, 1.19, 172.50, 0.72, -1.21, -9.58, 0.72, -1.21, -9.58, 0.72, -1.21, -9.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.36, -0.06, -9.99, -0.01, 0.00, -0.07, 12.45, -23.55, -71.25
96651, 23.11, 994.26, 159.36, 354.00, 1.31, 172.44, 0.40, -1.28, -9.68, 0.40, -1.28, -9.68, 0.40, -1.28, -9.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.34, -0.01, -9.96, 0.00, 0.01, -0.26, 12.45, -23.55, -71.25
96696, 23.11, 994.26, 159.35, 353.44, 1.37, 172.44, 0.46, -1.26, -9.65, 0.46, -1.26, -9.65, 0.46, -1.26, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -0.48, -0.10, -9.96, 0.00, 0.00, -0.43, 12.15, -22.65, -71.40
96749, 23.11, 994.25, 159.39, 352.12, 1.56, 172.50, 0.92, -1.22, -9.68, 0.92, -1.22, -9.68, 0.95, -1.22, -9.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.12, -0.57, -0.05, -9.98, -0.01, 0.01, -0.89, 12.15, -22.65, -71.40
96792, 23.10, 994.26, 159.35, 349.44, 1.94, 172.50, 1.38, -1.20, -9.56, 1.38, -1.20, -9.56, 1.38, -1.20, -9.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.75, -0.25, -9.89, -0.06, 0.01, -1.69, 10.35, -24.90, -71.70
96840, 23.10, 994.26, 159.35, 345.50, 2.50, 172.56, 2.67, -1.04, -9.82, 2.67, -1.04, -9.82, 2.67, -1.04, -9.82, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, -0.88, -0.48, -10.03, -0.05, 0.04, -3.42, 10.35, -24.90, -71.70
96884, 23.10, 994.26, 159.34, 336.19, 3.69, 173.00, 3.16, -2.50, -9.58, 3.16, -2.50, -9.58, 3.16, -2.50, -9.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -1.60, 0.96, -9.96, -0.06, 0.04, -5.14, 7.65, -27.75, -71.55
96929, 23.10, 994.26, 159.34, 324.25, 5.12, 173.75, 2.94, -4.49, -9.85, 2.94, -4.49, -9.85, 2.85, -5.09, -9.83, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.57, 2.27, -9.38, -0.28, 0.08, -7.17, 7.65, -27.75, -71.55
96980, 23.10, 994.25, 159.41, 304.31, 7.06, 175.56, 1.76, -5.21, -11.20, 1.76, -5.21, -11.20, 1.99, -5.75, -8.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.98, -1.04, 1.83, -4.69, -0.13, 0.11, -7.40, -11.25, -27.75, -72.00
97024, 23.10, 994.25, 159.39, 283.25, 8.25, 178.25, -0.04, -4.15, -12.01, -0.04, -4.15, -12.01, -0.04, -4.15, -12.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.59, -0.63, 0.52, -11.03, -0.01, 0.09, -7.18, -11.25, -27.75, -72.00
97069, 23.10, 994.25, 159.40, 266.81, 8.44, -179.25, 0.05, -4.18, -11.30, 0.05, -4.18, -11.30, 0.05, -4.18, -11.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -0.56, 1.73, -11.47, 0.03, 0.08, -6.99, -24.00, -14.70, -69.45
97113, 23.10, 994.25, 159.38, 246.94, 7.87, -176.56, 0.63, -4.06, -10.38, 0.63, -4.06, -10.38, 0.63, -4.06, -10.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, 0.64, 0.69, -8.76, -0.10, 0.03, -6.79, -24.00, -14.70, -69.45
97163, 23.10, 994.26, 159.33, 227.62, 6.44, -174.31, 0.27, -4.52, -9.43, 0.27, -4.52, -9.43, 0.27, -4.52, -9.43, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.04, 1.03, -9.72, -0.15, 0.03, -6.60, -24.00, -14.70, -69.45
97211, 23.10, 994.26, 159.34, 212.56, 4.94, -173.00, 0.39, -4.68, -9.39, 0.39, -4.68, -9.39, 0.35, -4.61, -9.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.45, -0.44, 1.34, -9.52, -0.15, 0.04, -6.44, -24.00, -14.70, -69.45
97253, 23.11, 994.26, 159.33, 194.12, 2.62, -172.00, 0.23, -4.59, -9.76, 0.23, -4.59, -9.76, 0.23, -4.59, -9.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.57, 1.28, -9.95, -0.14, 0.06, -6.32, -24.00, -14.70, -69.45
97302, 23.11, 994.25, 159.38, 179.75, 0.69, -171.75, 0.04, -4.45, -9.84, 0.04, -4.45, -9.84, 0.04, -4.45, -9.84, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.74, -0.47, 1.14, -9.39, -0.13, 0.06, -6.16, -24.00, -14.70, -69.45
97345, 23.11, 994.26, 159.34, 162.12, -1.62, -172.06, 0.26, -4.20, -9.61, 0.26, -4.20, -9.61, 0.26, -4.20, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -0.27, 1.28, -10.85, -0.14, 0.06, -6.01, -24.00, -14.70, -69.45
97397, 23.11, 994.26, 159.31, 145.00, -3.75, -173.06, 0.17, -4.12, -9.68, 0.17, -4.12, -9.68, 0.17, -4.12, -9.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.04, 1.23, -9.73, -0.11, 0.05, -5.86, -24.00, -14.70, -69.45
97442, 23.11, 994.26, 159.35, 131.62, -5.12, -174.25, 0.02, -3.99, -9.56, -0.04, -4.01, -9.86, -0.04, -4.01, -9.86, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.26, 1.11, -10.05, -0.11, 0.05, -5.70, -24.00, -14.70, -69.45
97492, 23.10, 994.26, 159.35, 115.31, -6.44, -176.12, 0.00, -3.87, -9.79, 0.00, -3.88, -9.78, 0.00, -3.88, -9.78, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.30, 0.90, -9.79, -0.11, 0.05, -5.51, 13.65, 19.65, -67.50
97535, 23.10, 994.25, 159.41, 99.50, -7.12, -178.19, 0.06, -3.70, -9.69, 0.06, -3.70, -9.69, 0.06, -3.70, -9.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.22, 0.98, -10.09, -0.11, 0.04, -5.39, 13.65, 19.65, -67.50
97578, 23.10, 994.24, 159.45, 87.25, -7.25, -179.87, 0.07, -3.62, -9.64, 0.07, -3.62, -9.64, 0.07, -3.62, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.74, -0.38, 0.98, -9.92, -0.11, 0.05, -5.23, 19.95, 7.20, -67.35
97628, 23.11, 994.25, 159.38, 72.31, -6.87, 178.06, 0.12, -3.43, -9.69, 0.12, -3.43, -9.69, 0.12, -3.43, -9.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.45, -0.20, 0.85, -9.68, -0.10, 0.04, -5.07, 19.95, 7.20, -67.35
97673, 23.10, 994.25, 159.43, 60.69, -6.31, 176.56, 0.08, -3.38, -9.60, 0.08, -3.38, -9.60, 0.12, -3.35, -9.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.45, -0.41, 0.85, -9.96, -0.10, 0.03, -4.96, 20.10, -4.80, -67.95
97717, 23.11, 994.25, 159.40, 46.56, -5.12, 175.00, 0.17, -3.25, -9.56, 0.17, -3.25, -9.56, 0.17, -3.25, -9.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.25, 0.72, -9.85, -0.11, 0.03, -4.81, 20.10, -4.80, -67.95
97763, 23.11, 994.26, 159.34, 35.56, -4.00, 174.00, 0.00, -3.21, -9.78, 0.11, -3.18, -9.77, 0.11, -3.18, -9.77, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.44, 0.68, -9.62, -0.09, 0.04, -4.66, 16.65, -12.45, -69.15
97806, 23.11, 994.25, 159.40, 22.25, -2.44, 173.06, 0.24, -2.98, -9.69, 0.24, -2.98, -9.69, 0.24, -2.98, -9.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.54, 0.17, -8.31, -0.08, 0.02, -4.56, 16.65, -12.45, -69.15
97856, 23.11, 994.25, 159.44, 9.25, -0.75, 172.56, 0.03, -3.06, -9.68, 0.03, -3.06, -9.68, 0.03, -3.06, -9.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.07, -0.24, 0.80, -10.24, -0.07, 0.03, -4.42, 16.65, -12.45, -69.15
97902, 23.11, 994.24, 159.47, 359.19, 0.56, 172.44, 0.23, -2.91, -9.60, 0.23, -2.91, -9.60, 0.16, -2.84, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.33, 0.63, -10.04, -0.09, 0.03, -4.28, 12.90, -18.90, -71.70
97952, 23.11, 994.24, 159.47, 347.00, 2.25, 172.62, 0.15, -2.80, -9.63, 0.15, -2.80, -9.63, 0.15, -2.74, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.24, 0.66, -10.24, -0.09, 0.03, -4.16, 12.90, -18.90, -71.70
97996, 23.11, 994.24, 159.50, 335.19, 3.81, 173.12, 0.19, -2.64, -9.62, 0.19, -2.64, -9.62, 0.19, -2.64, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.32, 0.60, -10.20, -0.09, 0.05, -4.04, 5.10, -24.30, -72.30
98046, 23.11, 994.25, 159.38, 323.75, 5.12, 173.87, 0.22, -2.57, -9.68, 0.22, -2.57, -9.68, 0.22, -2.57, -9.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.59, -0.41, 0.46, -10.19, -0.08, 0.04, -3.91, 5.10, -24.30, -72.30
98091, 23.11, 994.25, 159.40, 314.87, 6.06, 174.62, 0.12, -2.54, -9.64, 0.12, -2.54, -9.64, 0.12, -2.54, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.74, -0.35, 0.44, -9.67, -0.07, 0.04, -3.78, -4.20, -28.20, -72.15
98136, 23.11, 994.26, 159.34, 306.19, 6.87, 175.56, 0.05, -2.45, -9.65, 0.05, -2.45, -9.65, 0.05, -2.45, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.27, 0.44, -10.11, -0.07, 0.03, -3.67, -4.20, -28.20, -72.15
98180, 23.11, 994.25, 159.37, 295.75, 7.62, 176.75, 0.09, -2.34, -9.61, 0.09, -2.34, -9.61, 0.09, -2.34, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.26, 0.36, -10.02, -0.06, 0.03, -3.52, -13.65, -25.65, -71.40
98224, 23.11, 994.25, 159.38, 287.75, 8.06, 177.81, 0.04, -2.27, -9.66, 0.04, -2.27, -9.66, 0.11, -2.24, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -0.37, 0.32, -9.88, -0.07, 0.03, -3.40, -13.65, -25.65, -71.40
98274, 23.11, 994.25, 159.39, 278.06, 8.38, 179.06, 0.06, -2.14, -9.65, 0.04, -2.15, -9.62, 0.04, -2.15, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.45, -0.31, 0.29, -9.72, -0.06, 0.03, -3.22, -13.65, -25.65, -71.40
98318, 23.11, 994.26, 159.33, 268.87, 8.44, -179.56, 0.08, -2.06, -9.61, 0.08, -2.06, -9.61, 0.08, -2.06, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.41, 0.33, -10.21, -0.06, 0.03, -3.11, -13.65, -25.65, -71.40
98365, 23.11, 994.25, 159.39, 261.81, 8.38, -178.62, 0.00, -2.05, -9.69, 0.00, -2.03, -9.67, 0.00, -2.03, -9.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.98, -0.15, 0.26, -9.94, -0.05, 0.02, -2.96, -13.65, -25.65, -71.40
98411, 23.11, 994.25, 159.41, 253.31, 8.19, -177.50, -0.02, -1.95, -9.71, -0.02, -1.95, -9.71, -0.02, -1.95, -9.71, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.25, 0.03, -9.76, -0.06, 0.07, -2.82, -13.65, -25.65, -71.40
98456, 23.11, 994.25, 159.42, 246.87, 7.87, -176.62, 0.01, -1.88, -9.37, -0.23, -2.00, -9.89, -0.23, -2.00, -9.89, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, 0.07, 0.40, -9.81, -0.04, 0.01, -2.72, -13.65, -25.65, -71.40
98507, 23.11, 994.25, 159.43, 239.12, 7.44, -175.69, 0.06, -1.78, -9.79, 0.06, -1.78, -9.79, 0.06, -1.78, -9.79, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.36, 0.10, -9.78, -0.06, 0.03, -2.58, -13.65, -25.65, -71.40
98551, 23.11, 994.26, 159.32, 231.81, 6.87, -174.81, -0.14, -1.83, -9.70, -0.14, -1.83, -9.70, -0.14, -1.83, -9.70, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, -0.20, 0.04, -9.85, -0.04, 0.03, -2.44, -13.65, -25.65, -71.40
98598, 23.11, 994.26, 159.33, 224.87, 6.25, -174.12, -0.08, -1.69, -9.68, -0.08, -1.69, -9.68, -0.08, -1.69, -9.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.74, -0.15, 0.06, -9.94, -0.04, 0.02, -2.28, -26.40, 1.20, -68.70
98643, 23.11, 994.26, 159.36, 219.69, 5.75, -173.62, -0.06, -1.62, -9.66, -0.06, -1.62, -9.66, -0.06, -1.62, -9.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.12, 0.05, -10.05, -0.03, 0.02, -2.13, -26.40, 1.20, -68.70
98687, 23.11, 994.25, 159.38, 214.75, 5.19, -173.25, -0.04, -1.56, -9.62, -0.04, -1.56, -9.62, -0.04, -1.56, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.15, -0.04, -9.82, -0.04, 0.02, -2.01, -24.30, 7.50, -68.70
98738, 23.11, 994.25, 159.40, 209.00, 4.56, -172.81, -0.08, -1.53, -9.65, -0.08, -1.53, -9.65, -0.08, -1.53, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.59, -0.13, -0.03, -9.72, -0.04, 0.02, -1.88, -24.30, 7.50, -68.70
98782, 23.11, 994.25, 159.38, 203.62, 3.87, -172.50, -0.03, -1.46, -9.62, -0.03, -1.46, -9.62, -0.03, -1.46, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.23, -0.10, -9.73, -0.03, 0.02, -1.74, -22.50, 13.20, -69.15
98826, 23.11, 994.25, 159.42, 199.62, 3.25, -172.87, -0.03, -1.45, -9.69, 0.06, -1.37, -9.64, 0.06, -1.37, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, 0.03, 0.00, -10.22, -0.01, 0.02, -1.64, -22.50, 13.20, -69.15
98870, 23.11, 994.25, 159.44, 195.06, 2.50, -173.87, -0.14, -1.50, -9.69, -0.14, -1.50, -9.69, -0.14, -1.50, -9.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.00, 0.18, -10.51, -0.02, 0.02, -1.51, -18.75, 15.60, -70.05
98920, 23.11, 994.25, 159.41, 190.75, 1.81, -175.25, -0.08, -1.35, -9.65, -0.08, -1.35, -9.65, -0.08, -1.35, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, -0.03, 0.06, -10.21, -0.03, -0.01, -1.39, -18.75, 15.60, -70.05
98967, 23.11, 994.25, 159.37, 187.62, 1.44, -176.44, -0.11, -1.43, -9.79, -0.04, -1.29, -9.58, -0.04, -1.29, -9.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.07, -0.04, -10.14, -0.02, 0.01, -1.26, -15.30, 18.75, -68.70
99010, 23.11, 994.26, 159.35, 184.00, 1.00, -177.81, -0.09, -1.37, -9.72, -0.09, -1.37, -9.72, -0.09, -1.37, -9.72, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.98, -0.09, -0.11, -10.00, -0.01, 0.01, -1.16, -15.30, 18.75, -68.70
99058, 23.11, 994.26, 159.34, 181.37, 0.75, -178.94, -0.14, -1.35, -9.65, -0.14, -1.35, -9.65, -0.14, -1.35, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.59, -0.17, -0.05, -10.04, -0.01, 0.01, -1.04, -15.30, 18.75, -68.70
99102, 23.11, 994.25, 159.41, 178.37, 0.56, 179.81, -0.11, -1.29, -9.61, -0.11, -1.29, -9.61, -0.11, -1.29, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.74, -0.04, -0.08, -9.92, -0.02, 0.01, -0.93, -13.80, 21.30, -67.05
99154, 23.11, 994.25, 159.44, 175.75, 0.44, 178.81, -0.09, -1.29, -9.62, -0.09, -1.29, -9.62, -0.09, -1.29, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.74, -0.12, -0.11, -9.91, -0.01, 0.01, -0.82, -13.80, 21.30, -67.05
99198, 23.11, 994.24, 159.45, 173.87, 0.37, 178.12, -0.09, -1.30, -9.71, -0.07, -1.29, -9.71, -0.07, -1.29, -9.71, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.59, -0.13, -0.02, -9.96, -0.01, 0.02, -0.72, -10.80, 20.40, -68.55
99248, 23.11, 994.24, 159.51, 171.81, 0.31, 177.44, -0.07, -1.27, -9.61, -0.07, -1.27, -9.61, -0.09, -1.29, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -0.04, -0.08, -9.97, 0.00, 0.01, -0.61, -10.80, 20.40, -68.55
99291, 23.11, 994.24, 159.53, 170.06, 0.31, 176.87, -0.08, -1.26, -9.60, -0.08, -1.26, -9.60, -0.08, -1.26, -9.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.10, -0.12, -9.98, -0.00, 0.01, -0.53, -9.30, 21.90, -67.20
99334, 23.11, 994.24, 159.47, 168.81, 0.31, 176.50, -0.07, -1.25, -9.65, -0.07, -1.25, -9.65, -0.07, -1.25, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.05, -0.14, -9.97, 0.00, 0.01, -0.43, -9.30, 21.90, -67.20
99384, 23.11, 994.25, 159.44, 167.56, 0.31, 176.06, -0.08, -1.25, -9.69, -0.08, -1.25, -9.69, -0.08, -1.25, -9.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, -0.08, -0.05, -9.98, 0.00, 0.01, -0.33, -9.30, 21.90, -67.20
99429, 23.11, 994.24, 159.46, 166.81, 0.25, 175.81, -0.10, -1.26, -9.66, -0.09, -1.24, -9.66, -0.09, -1.24, -9.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.74, -0.11, -0.13, -9.91, 0.01, 0.01, -0.22, -9.30, 21.90, -67.20
99473, 23.11, 994.24, 159.48, 166.12, 0.25, 175.50, -0.10, -1.24, -9.64, -0.10, -1.24, -9.64, -0.10, -1.24, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -0.11, -0.07, -9.96, 0.01, 0.01, -0.14, -9.30, 21.90, -67.20
99519, 23.11, 994.24, 159.52, 165.81, 0.19, 175.31, -0.10, -1.24, -9.67, -0.10, -1.22, -9.62, -0.10, -1.22, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -0.10, -0.11, -9.88, 0.01, 0.01, -0.03, -9.30, 21.90, -67.20
99571, 23.11, 994.23, 159.55, 165.69, 0.13, 175.12, 0.06, -1.23, -9.69, 0.06, -1.23, -9.69, 0.06, -1.23, -9.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.59, -0.16, -0.09, -9.93, 0.01, 0.01, -0.00, -7.20, 21.90, -68.25
99618, 23.11, 994.23, 159.53, 165.69, 0.19, 175.00, 0.08, -1.22, -9.63, 0.08, -1.22, -9.63, 0.08, -1.22, -9.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -0.19, -0.18, -9.95, 0.01, 0.00, 0.00, -7.20, 21.90, -68.25
99661, 23.11, 994.24, 159.49, 165.69, 0.19, 174.87, 0.08, -1.21, -9.63, 0.08, -1.21, -9.63, 0.08, -1.21, -9.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.17, -0.12, -9.93, 0.01, 0.00, 0.00, -7.20, 21.90, -68.25
99710, 23.11, 994.25, 159.43, 165.69, 0.19, 174.81, 0.08, -1.23, -9.65, 0.06, -1.22, -9.62, 0.06, -1.22, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, -0.11, -0.13, -9.96, 0.01, 0.01, -0.00, -7.65, 22.05, -68.40
99754, 23.11, 994.25, 159.43, 165.69, 0.19, 174.69, 0.07, -1.20, -9.69, 0.07, -1.20, -9.69, 0.07, -1.20, -9.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.21, -0.15, -9.92, 0.01, 0.00, 0.00, -7.65, 22.05, -68.40
99807, 23.11, 994.25, 159.41, 165.69, 0.25, 174.62, 0.08, -1.21, -9.65, 0.08, -1.21, -9.65, 0.08, -1.21, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.16, -0.08, -9.96, 0.01, 0.00, -0.00, -7.65, 21.00, -68.70
99851, 23.11, 994.25, 159.37, 165.69, 0.25, 174.56, 0.10, -1.22, -9.66, 0.10, -1.22, -9.66, 0.10, -1.22, -9.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.12, -0.14, -0.11, -9.95, 0.01, 0.00, -0.00, -7.65, 21.00, -68.70
99900, 23.11, 994.24, 159.45, 165.69, 0.25, 174.50, 0.07, -1.21, -9.63, 0.09, -1.21, -9.66, 0.09, -1.21, -9.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.98, -0.15, -0.15, -9.95, 0.01, 0.00, -0.00, -7.35, 21.75, -68.10
99945, 23.11, 994.25, 159.43, 165.69, 0.25, 174.37, 0.08, -1.19, -9.65, 0.08, -1.19, -9.65, 0.08, -1.19, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.16, -0.13, -9.95, 0.01, 0.00, 0.00, -7.35, 21.75, -68.10
99991, 23.11, 994.25, 159.43, 165.69, 0.25, 174.37, 0.08, -1.22, -9.62, 0.09, -1.20, -9.65, 0.09, -1.20, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.13, -0.12, -9.96, 0.01, 0.01, -0.00, -7.20, 21.15, -68.55
100042, 23.11, 994.25, 159.41, 165.69, 0.25, 174.31, 0.07, -1.19, -9.61, 0.07, -1.19, -9.61, 0.07, -1.19, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.15, -0.14, -9.93, 0.01, 0.00, -0.00, -7.20, 21.15, -68.55
100089, 23.11, 994.25, 159.43, 165.69, 0.25, 174.25, 0.07, -1.20, -9.67, 0.07, -1.20, -9.67, 0.07, -1.20, -9.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -0.17, -0.15, -9.93, 0.01, 0.01, 0.00, -7.65, 23.55, -67.35
100133, 23.11, 994.25, 159.38, 165.69, 0.25, 174.19, 0.06, -1.22, -9.67, 0.06, -1.22, -9.67, 0.06, -1.22, -9.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, -0.25, -0.15, -9.96, 0.01, 0.00, 0.00, -7.65, 23.55, -67.35
100178, 23.11, 994.25, 159.36, 165.69, 0.31, 174.12, 0.09, -1.23, -9.62, 0.09, -1.23, -9.62, 0.09, -1.23, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.74, -0.18, -0.11, -9.94, 0.02, 0.00, -0.00, -6.75, 23.40, -67.50
100222, 23.11, 994.25, 159.37, 165.69, 0.31, 174.12, 0.10, -1.21, -9.64, 0.10, -1.21, -9.64, 0.10, -1.21, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.17, -0.11, -9.94, 0.01, 0.00, -0.00, -6.75, 23.40, -67.50
100273, 23.11, 994.25, 159.38, 165.69, 0.31, 174.06, 0.09, -1.22, -9.64, 0.09, -1.22, -9.64, 0.09, -1.22, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, -0.15, -0.08, -9.93, 0.01, 0.00, 0.00, -7.80, 21.60, -67.20
100319, 23.11, 994.25, 159.40, 165.69, 0.31, 174.06, 0.08, -1.23, -9.65, 0.08, -1.23, -9.65, 0.08, -1.23, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -0.20, -0.09, -9.94, 0.01, 0.00, -0.00, -7.80, 21.60, -67.20
