time [ms], BMP temp [degC], BMP pres [mbar], BMP alt [m], BNO x [deg], BNO y [deg], BNO z [deg], BNO xa [m/s^2], BNO ya [], BNO za [], BNO xg [rad/s], BNO yg [], BNO zg [], BNO xm [uT], BNO ym [], BNO zm [], GPS lat [deg.min], GPS lon [deg.min], GPS speed [m/s], GPS angle [deg], GPS alt [m], GPS sat [#], ICM temp [degC], ICM accel x [m/s^2], ICM accel y [m/s^2], ICM accel z [m/s^2], ICM gyro x [rad/s], ICM gyro y [rad/s], ICM gyro z [rad/s], ICM mag x [], ICM mag y [], ICM mag z []
49405, 18.28, 989.98, 195.59, 191.56, 2.56, 168.81, 0.56, -1.97, -9.61, 0.56, -1.97, -9.61, 0.56, -1.97, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.24, -0.72, 0.56, -9.86, 0.01, 0.01, -0.00, 0.60, -1.35, -86.25
49457, 18.28, 989.98, 195.54, 191.62, 2.56, 168.81, 0.57, -1.96, -9.62, 0.56, -1.94, -9.62, 0.56, -1.94, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.14, -0.66, 0.57, -9.86, 0.00, 0.01, -0.00, 0.60, -1.05, -85.95
49501, 18.28, 989.98, 195.58, 191.69, 2.56, 168.81, 0.55, -1.96, -9.62, 0.55, -1.96, -9.62, 0.55, -1.96, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.24, -0.68, 0.57, -9.85, 0.01, 0.01, -0.00, 0.60, -1.05, -85.95
49549, 18.28, 989.98, 195.61, 191.69, 2.56, 168.81, 0.56, -1.94, -9.62, 0.56, -1.94, -9.62, 0.56, -1.94, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.00, -0.71, 0.59, -9.87, 0.01, 0.01, 0.00, 1.50, -1.65, -85.80
49593, 18.28, 989.97, 195.62, 191.75, 2.56, 168.81, 0.55, -1.97, -9.60, 0.55, -1.97, -9.60, 0.55, -1.97, -9.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.29, -0.70, 0.52, -9.83, 0.01, 0.01, 0.00, 1.50, -1.65, -85.80
49647, 18.28, 989.98, 195.57, 191.87, 2.56, 168.81, 0.54, -1.95, -9.62, 0.54, -1.95, -9.62, 0.54, -1.95, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.00, -0.69, 0.57, -9.81, 0.01, 0.01, 0.00, 1.50, -1.65, -85.80
49690, 18.28, 989.99, 195.51, 191.81, 2.56, 168.81, 0.56, -1.96, -9.61, 0.56, -1.96, -9.61, 0.56, -1.96, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.14, -0.67, 0.53, -9.85, 0.01, 0.01, 0.00, 1.35, -1.05, -85.20
49737, 18.29, 989.98, 195.52, 191.94, 2.56, 168.81, 0.55, -1.98, -9.62, 0.55, -1.98, -9.62, 0.55, -1.98, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.00, -0.69, 0.56, -9.88, 0.00, 0.01, -0.00, 1.35, -1.05, -85.20
49783, 18.29, 989.98, 195.58, 192.00, 2.56, 168.81, 0.55, -1.96, -9.60, 0.55, -1.96, -9.60, 0.55, -1.96, -9.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.24, -0.65, 0.62, -9.93, 0.01, 0.01, 0.00, 1.35, -2.55, -83.40
49827, 18.29, 989.98, 195.57, 192.00, 2.56, 168.81, 0.56, -1.95, -9.60, 0.56, -1.95, -9.60, 0.56, -1.95, -9.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.00, -0.65, 0.58, -9.88, 0.01, 0.01, 0.00, 1.35, -2.55, -83.40
49879, 18.29, 989.98, 195.59, 192.06, 2.56, 168.81, 0.55, -1.95, -9.60, 0.55, -1.95, -9.60, 0.55, -1.97, -9.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.24, -0.68, 0.55, -9.89, 0.00, 0.01, 0.00, 1.80, -2.10, -85.20
49923, 18.29, 989.98, 195.53, 192.19, 2.56, 168.81, 0.54, -1.94, -9.61, 0.54, -1.94, -9.61, 0.54, -1.94, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.24, -0.65, 0.55, -9.86, 0.01, 0.00, 0.00, 1.80, -2.10, -85.20
49969, 18.29, 989.98, 195.58, 192.19, 2.56, 168.81, 0.56, -1.96, -9.62, 0.56, -1.96, -9.62, 0.55, -1.95, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.29, -0.69, 0.57, -9.91, 0.01, 0.01, 0.00, 0.45, -2.40, -86.40
50019, 18.29, 989.97, 195.63, 192.37, 2.56, 168.81, 0.55, -1.95, -9.62, 0.55, -1.95, -9.62, 0.56, -1.95, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.00, -0.62, 0.56, -9.94, 0.01, 0.01, 0.01, 0.45, -2.40, -86.40
50062, 18.30, 989.98, 195.58, 192.37, 2.56, 168.81, 0.55, -1.94, -9.62, 0.55, -1.94, -9.62, 0.55, -1.94, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.00, -0.65, 0.57, -9.85, 0.01, 0.01, 0.00, 1.05, -1.80, -83.85
50112, 18.30, 989.97, 195.63, 192.37, 2.56, 168.81, 0.56, -1.95, -9.61, 0.56, -1.95, -9.61, 0.56, -1.95, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.14, -0.66, 0.58, -9.90, 0.01, 0.01, 0.00, 1.05, -1.80, -83.85
50157, 18.30, 989.98, 195.58, 192.50, 2.56, 168.81, 0.56, -1.94, -9.64, 0.56, -1.94, -9.64, 0.56, -1.94, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.14, -0.71, 0.57, -9.85, 0.01, 0.01, 0.00, 1.95, -0.90, -85.05
50202, 18.30, 989.98, 195.61, 192.62, 2.56, 168.81, 0.56, -1.95, -9.62, 0.56, -1.95, -9.62, 0.56, -1.95, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.09, -0.69, 0.54, -9.87, 0.00, 0.01, 0.01, 1.95, -0.90, -85.05
50250, 18.30, 989.98, 195.59, 192.62, 2.56, 168.81, 0.56, -1.94, -9.60, 0.56, -1.94, -9.60, 0.56, -1.95, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.09, -0.67, 0.54, -9.87, 0.01, 0.01, 0.00, 1.95, -0.90, -85.05
50294, 18.30, 989.98, 195.61, 192.62, 2.56, 168.81, 0.56, -1.97, -9.60, 0.56, -1.97, -9.60, 0.56, -1.97, -9.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.09, -0.64, 0.52, -9.88, 0.00, 0.01, 0.00, 2.25, -3.45, -85.05
50352, 18.31, 989.97, 195.63, 192.69, 2.56, 168.81, 0.56, -1.96, -9.62, 0.56, -1.96, -9.62, 0.56, -1.96, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.33, -0.64, 0.56, -9.89, 0.00, 0.01, 0.00, 0.90, -2.70, -85.35
50399, 18.30, 989.98, 195.55, 192.69, 2.56, 168.81, 0.56, -1.91, -9.62, 0.56, -1.91, -9.62, 0.56, -1.91, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.24, -0.74, 0.53, -9.86, 0.00, 0.01, -0.00, 0.90, -2.70, -85.35
50444, 18.31, 989.98, 195.57, 192.69, 2.56, 168.81, 0.56, -1.96, -9.62, 0.56, -1.96, -9.62, 0.56, -1.96, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.14, -0.65, 0.55, -9.91, 0.01, 0.01, 0.00, 0.90, -2.70, -85.35
50491, 18.31, 989.97, 195.65, 192.69, 2.56, 168.81, 0.56, -1.96, -9.62, 0.56, -1.96, -9.62, 0.56, -1.97, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.14, -0.67, 0.61, -9.92, 0.01, 0.01, 0.00, 1.35, -1.35, -84.15
50534, 18.31, 989.97, 195.65, 192.69, 2.56, 168.81, 0.56, -1.96, -9.60, 0.56, -1.96, -9.60, 0.56, -1.96, -9.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.09, -0.68, 0.58, -9.86, 0.01, 0.01, 0.00, 1.35, -1.35, -84.15
50585, 18.31, 989.97, 195.63, 192.69, 2.56, 168.81, 0.56, -1.94, -9.60, 0.56, -1.94, -9.60, 0.56, -1.94, -9.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.09, -0.68, 0.56, -9.85, 0.01, 0.01, 0.00, 1.35, -2.10, -84.45
50628, 18.31, 989.97, 195.66, 192.69, 2.56, 168.81, 0.55, -1.95, -9.62, 0.55, -1.95, -9.62, 0.55, -1.95, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.14, -0.70, 0.58, -9.85, 0.01, 0.01, 0.00, 1.35, -2.10, -84.45
50675, 18.31, 989.98, 195.55, 192.69, 2.56, 168.81, 0.57, -1.97, -9.58, 0.57, -1.97, -9.58, 0.57, -1.97, -9.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.33, -0.68, 0.55, -9.85, 0.01, 0.01, 0.00, 1.05, -1.35, -84.90
50721, 18.31, 989.98, 195.58, 192.69, 2.56, 168.81, 0.56, -1.95, -9.61, 0.56, -1.95, -9.61, 0.56, -1.95, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.00, -0.67, 0.52, -9.85, 0.01, 0.01, -0.00, 1.05, -1.35, -84.90
50765, 18.32, 989.97, 195.65, 192.69, 2.56, 168.81, 0.56, -1.96, -9.61, 0.56, -1.96, -9.61, 0.56, -1.96, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.09, -0.67, 0.56, -9.83, 0.00, 0.00, 0.00, 1.95, -1.95, -85.80
50816, 18.32, 989.97, 195.61, 192.62, 2.56, 168.81, 0.55, -1.95, -9.61, 0.55, -1.95, -9.61, 0.55, -1.95, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.00, -0.70, 0.58, -9.89, 0.01, 0.00, -0.00, 1.95, -1.95, -85.80
50863, 18.32, 989.97, 195.63, 192.62, 2.56, 168.81, 0.56, -1.98, -9.63, 0.56, -1.98, -9.63, 0.57, -1.95, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.09, -0.69, 0.57, -9.86, 0.01, 0.01, 0.00, 0.90, -2.40, -85.80
50909, 18.32, 989.97, 195.64, 192.62, 2.56, 168.81, 0.55, -1.95, -9.61, 0.55, -1.95, -9.61, 0.55, -1.95, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.09, -0.69, 0.54, -9.88, 0.01, 0.01, 0.01, 0.90, -2.40, -85.80
50955, 18.32, 989.97, 195.66, 192.62, 2.56, 168.81, 0.56, -1.94, -9.58, 0.56, -1.95, -9.63, 0.56, -1.95, -9.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.14, -0.66, 0.58, -9.84, 0.01, 0.00, 0.00, 1.35, -2.10, -85.50
51006, 18.32, 989.97, 195.68, 192.62, 2.56, 168.81, 0.56, -1.95, -9.63, 0.56, -1.95, -9.63, 0.56, -1.95, -9.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.14, -0.67, 0.57, -9.86, 0.01, 0.01, -0.00, 1.35, -2.10, -85.50
51053, 18.32, 989.97, 195.65, 192.62, 2.56, 168.81, 0.55, -1.96, -9.62, 0.55, -1.96, -9.62, 0.55, -1.96, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 215.81, -0.63, 0.59, -9.86, 0.01, 0.01, -0.00, 1.50, -1.65, -84.75
51097, 18.32, 989.97, 195.64, 192.62, 2.56, 168.81, 0.55, -1.95, -9.61, 0.55, -1.95, -9.61, 0.55, -1.95, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.14, -0.69, 0.57, -9.85, 0.01, 0.01, 0.01, 1.50, -1.65, -84.75
51146, 18.32, 989.97, 195.67, 192.62, 2.56, 168.81, 0.56, -1.96, -9.61, 0.54, -1.94, -9.62, 0.54, -1.94, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.24, -0.68, 0.60, -9.86, 0.01, 0.01, 0.00, 1.50, -1.65, -84.75
51189, 18.33, 989.97, 195.64, 192.62, 2.56, 168.81, 0.56, -1.95, -9.60, 0.56, -1.95, -9.60, 0.56, -1.95, -9.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.00, -0.71, 0.57, -9.89, 0.01, 0.01, 0.00, 1.80, -1.35, -84.45
51240, 18.33, 989.97, 195.68, 192.62, 2.56, 168.81, 0.55, -1.95, -9.58, 0.55, -1.95, -9.58, 0.55, -1.95, -9.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.09, -0.71, 0.58, -9.80, 0.01, 0.01, 0.00, 1.80, -1.35, -84.45
51284, 18.33, 989.97, 195.64, 192.62, 2.56, 168.81, 0.56, -1.95, -9.60, 0.56, -1.95, -9.60, 0.56, -1.95, -9.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.43, -0.67, 0.59, -9.87, 0.00, 0.01, -0.00, 2.70, -1.95, -84.30
51329, 18.33, 989.97, 195.63, 192.62, 2.56, 168.81, 0.55, -1.97, -9.62, 0.55, -1.97, -9.62, 0.55, -1.97, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 215.90, -0.67, 0.54, -9.92, 0.01, 0.01, 0.00, 2.70, -1.95, -84.30
51376, 18.33, 989.98, 195.59, 192.62, 2.56, 168.81, 0.56, -1.95, -9.62, 0.56, -1.95, -9.62, 0.57, -1.95, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.24, -0.65, 0.55, -9.87, 0.01, 0.01, 0.00, 1.35, -1.05, -84.15
51421, 18.33, 989.97, 195.62, 192.62, 2.56, 168.81, 0.55, -1.96, -9.60, 0.55, -1.96, -9.60, 0.55, -1.96, -9.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.43, -0.66, 0.58, -9.92, 0.01, 0.01, 0.00, 1.35, -1.05, -84.15
51475, 18.33, 989.98, 195.56, 192.62, 2.56, 168.81, 0.56, -1.94, -9.61, 0.56, -1.94, -9.61, 0.56, -1.94, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.14, -0.68, 0.56, -9.90, 0.00, 0.01, 0.00, 1.80, 0.00, -85.50
51519, 18.33, 989.98, 195.54, 192.62, 2.56, 168.81, 0.57, -1.97, -9.62, 0.57, -1.97, -9.62, 0.57, -1.97, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.14, -0.64, 0.53, -9.84, 0.01, 0.01, -0.00, 1.80, 0.00, -85.50
51567, 18.33, 989.98, 195.56, 192.62, 2.56, 168.81, 0.55, -1.95, -9.60, 0.55, -1.95, -9.60, 0.56, -1.94, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.24, -0.62, 0.60, -9.84, 0.01, 0.01, 0.00, 1.05, -1.80, -84.15
51611, 18.34, 989.98, 195.60, 192.62, 2.56, 168.81, 0.55, -1.95, -9.62, 0.55, -1.95, -9.62, 0.55, -1.95, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.33, -0.71, 0.59, -9.83, 0.01, 0.01, 0.00, 1.05, -1.80, -84.15
51657, 18.34, 989.98, 195.53, 192.62, 2.56, 168.81, 0.57, -1.96, -9.58, 0.57, -1.96, -9.58, 0.56, -1.95, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.14, -0.68, 0.58, -9.83, 0.00, 0.01, 0.01, 1.35, -1.80, -85.95
51709, 18.34, 989.98, 195.57, 192.62, 2.56, 168.81, 0.55, -1.95, -9.63, 0.55, -1.95, -9.63, 0.55, -1.95, -9.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.33, -0.66, 0.60, -9.89, 0.01, 0.01, 0.00, 1.35, -1.80, -85.95
51753, 18.34, 989.99, 195.51, 192.62, 2.56, 168.81, 0.55, -1.95, -9.61, 0.55, -1.95, -9.61, 0.55, -1.95, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.09, -0.64, 0.59, -9.90, 0.01, 0.01, 0.00, 1.35, -1.80, -85.95
51800, 18.34, 989.99, 195.49, 192.62, 2.56, 168.81, 0.55, -1.95, -9.59, 0.55, -1.95, -9.59, 0.55, -1.95, -9.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.14, -0.63, 0.60, -9.89, 0.01, 0.01, 0.00, 1.20, -1.20, -85.80
51845, 18.34, 989.99, 195.47, 192.62, 2.56, 168.81, 0.55, -1.96, -9.61, 0.55, -1.96, -9.61, 0.55, -1.96, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.00, -0.66, 0.61, -9.92, 0.01, 0.00, 0.00, 1.20, -1.20, -85.80
51890, 18.34, 989.99, 195.48, 192.62, 2.56, 168.81, 0.56, -1.96, -9.60, 0.56, -1.96, -9.60, 0.56, -1.96, -9.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.29, -0.71, 0.54, -9.90, 0.01, 0.01, 0.00, 0.90, -2.40, -85.05
51949, 18.35, 989.99, 195.45, 192.62, 2.56, 168.81, 0.56, -1.97, -9.60, 0.56, -1.94, -9.62, 0.56, -1.94, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.24, -0.66, 0.58, -9.91, 0.01, 0.00, 0.00, 0.90, -2.40, -85.05
51993, 18.35, 989.99, 195.48, 192.62, 2.56, 168.81, 0.56, -1.97, -9.62, 0.56, -1.97, -9.62, 0.56, -1.97, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.00, -0.67, 0.58, -9.87, 0.01, 0.01, 0.00, 1.80, -1.05, -85.20
52041, 18.35, 989.98, 195.58, 192.62, 2.56, 168.81, 0.56, -1.94, -9.61, 0.56, -1.94, -9.61, 0.56, -1.94, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.24, -0.65, 0.57, -9.86, 0.01, 0.01, 0.01, 1.80, -1.05, -85.20
52084, 18.35, 989.98, 195.57, 192.62, 2.56, 168.81, 0.56, -1.95, -9.59, 0.56, -1.95, -9.59, 0.56, -1.95, -9.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.24, -0.66, 0.60, -9.86, 0.01, 0.00, 0.00, 1.80, -3.60, -85.50
52130, 18.35, 989.98, 195.58, 192.62, 2.56, 168.81, 0.55, -1.94, -9.62, 0.57, -1.96, -9.61, 0.57, -1.96, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.29, -0.72, 0.59, -9.85, 0.01, 0.01, 0.00, 1.80, -3.60, -85.50
52182, 18.35, 989.98, 195.60, 192.62, 2.56, 168.81, 0.55, -1.95, -9.60, 0.55, -1.95, -9.60, 0.55, -1.95, -9.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.24, -0.70, 0.58, -9.86, 0.01, 0.01, 0.00, 1.20, -1.65, -85.35
52230, 18.35, 989.98, 195.57, 192.62, 2.56, 168.81, 0.56, -1.95, -9.62, 0.56, -1.95, -9.62, 0.55, -1.96, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.29, -0.60, 0.53, -9.92, 0.01, 0.00, 0.00, 1.20, -1.65, -85.35
52276, 18.35, 989.98, 195.55, 192.62, 2.56, 168.81, 0.54, -1.96, -9.62, 0.54, -1.96, -9.62, 0.54, -1.96, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.24, -0.74, 0.54, -9.84, 0.01, 0.00, 0.00, 0.90, -0.45, -84.75
52322, 18.35, 989.97, 195.63, 192.62, 2.56, 168.81, 0.56, -1.96, -9.60, 0.56, -1.96, -9.60, 0.56, -1.96, -9.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.29, -0.71, 0.56, -9.83, 0.01, 0.01, 0.00, 0.90, -0.45, -84.75
52372, 18.36, 989.98, 195.58, 192.62, 2.56, 168.81, 0.55, -1.94, -9.60, 0.55, -1.94, -9.60, 0.55, -1.94, -9.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.43, -0.71, 0.50, -9.84, 0.00, 0.01, 0.00, 1.20, -0.90, -85.05
52420, 18.36, 989.98, 195.56, 192.62, 2.56, 168.81, 0.56, -1.97, -9.61, 0.56, -1.97, -9.61, 0.54, -1.94, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.14, -0.68, 0.59, -9.89, 0.01, 0.00, -0.00, 1.20, -0.90, -85.05
52463, 18.36, 989.98, 195.55, 192.62, 2.56, 168.81, 0.56, -1.94, -9.62, 0.56, -1.94, -9.62, 0.56, -1.94, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.14, -0.66, 0.60, -9.86, 0.01, 0.01, 0.00, 1.20, -0.90, -85.05
52512, 18.36, 989.98, 195.53, 192.62, 2.56, 168.81, 0.56, -1.96, -9.62, 0.56, -1.97, -9.62, 0.56, -1.97, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.33, -0.68, 0.57, -9.88, 0.01, 0.01, 0.00, 1.20, -0.90, -85.05
52556, 18.36, 989.97, 195.63, 192.62, 2.56, 168.81, 0.55, -1.97, -9.62, 0.55, -1.97, -9.62, 0.55, -1.97, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.24, -0.71, 0.57, -9.91, 0.00, 0.01, 0.00, 0.90, -1.20, -84.30
52608, 18.36, 989.97, 195.68, 192.62, 2.56, 168.81, 0.56, -1.95, -9.61, 0.56, -1.95, -9.61, 0.56, -1.95, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.48, -0.65, 0.60, -9.89, 0.01, 0.01, 0.00, 0.90, -1.20, -84.30
52653, 18.36, 989.97, 195.66, 192.62, 2.56, 168.81, 0.56, -1.96, -9.60, 0.55, -1.95, -9.61, 0.55, -1.95, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.14, -0.67, 0.51, -9.90, 0.01, 0.01, 0.00, 0.90, -1.20, -84.30
52700, 18.36, 989.97, 195.68, 192.62, 2.56, 168.81, 0.56, -1.95, -9.60, 0.56, -1.95, -9.60, 0.56, -1.95, -9.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.24, -0.69, 0.52, -9.89, 0.01, 0.01, 0.00, 1.20, -1.20, -86.10
52745, 18.37, 989.97, 195.67, 192.62, 2.56, 168.81, 0.55, -1.96, -9.60, 0.55, -1.96, -9.60, 0.55, -1.96, -9.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.33, -0.67, 0.59, -9.88, 0.01, 0.01, 0.00, 1.20, -1.20, -86.10
52788, 18.37, 989.96, 195.69, 192.62, 2.56, 168.81, 0.57, -1.94, -9.62, 0.57, -1.94, -9.62, 0.57, -1.94, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.33, -0.64, 0.60, -9.86, 0.00, 0.01, 0.00, 1.20, -1.20, -86.10
52838, 18.37, 989.96, 195.71, 192.62, 2.56, 168.81, 0.56, -1.94, -9.60, 0.56, -1.94, -9.60, 0.56, -1.94, -9.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.09, -0.66, 0.55, -9.89, 0.01, 0.01, 0.00, 1.20, -1.20, -86.10
52884, 18.37, 989.97, 195.67, 192.62, 2.56, 168.81, 0.57, -1.94, -9.60, 0.57, -1.94, -9.60, 0.57, -1.94, -9.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.09, -0.68, 0.57, -9.90, 0.01, 0.01, 0.00, 2.25, -0.90, -85.05
52932, 18.37, 989.97, 195.66, 192.62, 2.56, 168.81, 0.55, -1.94, -9.62, 0.55, -1.94, -9.62, 0.55, -1.94, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.29, -0.68, 0.56, -9.87, 0.01, 0.01, 0.00, 2.25, -0.90, -85.05
52976, 18.37, 989.96, 195.69, 192.62, 2.56, 168.81, 0.57, -1.95, -9.62, 0.57, -1.95, -9.62, 0.57, -1.95, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.29, -0.67, 0.57, -9.90, 0.00, 0.00, 0.00, 2.10, -1.05, -86.25
53022, 18.37, 989.96, 195.70, 192.62, 2.56, 168.81, 0.56, -1.96, -9.61, 0.56, -1.96, -9.61, 0.56, -1.96, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.29, -0.67, 0.58, -9.92, 0.01, 0.00, 0.00, 2.10, -1.05, -86.25
53075, 18.37, 989.97, 195.66, 192.62, 2.56, 168.81, 0.54, -1.96, -9.62, 0.57, -1.95, -9.60, 0.57, -1.95, -9.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.29, -0.69, 0.56, -9.84, 0.01, 0.01, 0.01, 2.10, -1.05, -86.25
53118, 18.37, 989.97, 195.65, 192.62, 2.56, 168.81, 0.56, -1.93, -9.62, 0.56, -1.93, -9.62, 0.56, -1.93, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.29, -0.65, 0.55, -9.90, 0.01, 0.01, 0.01, 2.10, -1.05, -86.25
53166, 18.37, 989.97, 195.65, 192.62, 2.56, 168.81, 0.55, -1.96, -9.61, 0.55, -1.96, -9.61, 0.55, -1.96, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.24, -0.65, 0.58, -9.90, 0.01, 0.01, 0.00, 1.80, -0.60, -85.20
53211, 18.37, 989.96, 195.74, 192.62, 2.56, 168.81, 0.58, -1.95, -9.58, 0.58, -1.95, -9.58, 0.58, -1.95, -9.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.24, -0.67, 0.57, -9.92, 0.01, 0.01, -0.00, 1.80, -0.60, -85.20
53256, 18.37, 989.96, 195.73, 192.62, 2.56, 168.81, 0.55, -1.94, -9.60, 0.55, -1.94, -9.60, 0.55, -1.94, -9.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.09, -0.70, 0.61, -9.88, 0.01, 0.01, 0.01, 1.80, -0.60, -85.20
53307, 18.38, 989.97, 195.69, 192.62, 2.56, 168.81, 0.56, -1.95, -9.59, 0.56, -1.95, -9.59, 0.56, -1.95, -9.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.24, -0.68, 0.58, -9.84, 0.01, 0.00, 0.00, 0.15, -0.90, -83.55
53354, 18.38, 989.96, 195.73, 192.62, 2.56, 168.81, 0.57, -1.96, -9.59, 0.57, -1.96, -9.59, 0.57, -1.96, -9.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.33, -0.67, 0.58, -9.85, 0.01, 0.00, 0.01, 0.15, -0.90, -83.55
53398, 18.38, 989.96, 195.71, 192.62, 2.56, 168.81, 0.56, -1.97, -9.61, 0.56, -1.97, -9.61, 0.56, -1.97, -9.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.33, -0.70, 0.55, -9.87, 0.01, 0.01, 0.00, 1.50, -1.20, -85.35
53443, 18.38, 989.97, 195.66, 192.62, 2.56, 168.81, 0.55, -1.96, -9.59, 0.55, -1.96, -9.59, 0.55, -1.96, -9.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 216.33, -0.67, 0.57, -9.83, 0.01, 0.01, 0.00, 1.50, -1.20, -85.35
