time [ms], BMP temp [degC], BMP pres [], BMP alt [], BNO x [deg], BNO y [deg], BNO z [deg], GPS lat [deg.min], GPS lon [deg.min], GPS speed [m/s], GPS angle [deg], GPS alt [m], ICM temp [degC], ICM accel x [m/s^2], ICM accel y [m/s^2], ICM accel z [m/s^2], ICM gyro x [rad/s], ICM gyro y [rad/s], ICM gyro z [rad/s], ICM mag x [], ICM mag y [], ICM mag z []
215217, 24.57, 996.19, 143.03, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.37, 4.92, -0.09, -8.68, 0.00, 0.00, 0.01, -27.00, 31.95, -64.65
215257, 24.57, 996.19, 143.05, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.46, 4.95, 0.02, -8.72, -0.00, 0.00, 0.01, -27.00, 31.95, -64.65
215297, 24.57, 996.19, 143.01, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.51, 4.88, -0.06, -8.69, 0.00, -0.01, 0.00, -27.00, 31.95, -64.65
215342, 24.57, 996.19, 143.02, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.46, 4.86, -0.11, -8.70, -0.01, 0.01, 0.01, -26.85, 32.85, -64.50
215381, 24.57, 996.18, 143.08, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.32, 4.90, -0.09, -8.74, -0.00, -0.00, 0.00, -26.85, 32.85, -64.50
215419, 24.56, 996.18, 143.10, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.37, 4.84, -0.12, -8.66, -0.00, -0.00, 0.00, -26.25, 30.90, -63.60
215461, 24.56, 996.18, 143.11, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.51, 4.90, -0.06, -8.72, -0.01, 0.00, 0.00, -26.25, 30.90, -63.60
215499, 24.56, 996.19, 143.04, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.27, 4.88, -0.03, -8.77, -0.01, -0.01, 0.01, -26.25, 30.90, -63.60
215539, 24.57, 996.19, 143.04, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.65, 4.87, -0.05, -8.67, -0.00, 0.01, 0.01, -26.10, 32.10, -63.15
215585, 24.57, 996.19, 143.05, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.37, 4.91, -0.05, -8.72, -0.01, -0.00, 0.01, -26.10, 32.10, -63.15
215626, 24.57, 996.20, 142.95, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.46, 4.95, -0.03, -8.66, -0.00, -0.00, 0.01, -26.25, 32.40, -63.60
215669, 24.57, 996.20, 142.96, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.46, 4.95, -0.13, -8.67, 0.00, -0.01, 0.01, -26.25, 32.40, -63.60
215710, 24.57, 996.19, 143.00, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.18, 4.82, -0.08, -8.76, -0.00, 0.00, 0.00, -26.25, 32.40, -63.60
215749, 24.56, 996.19, 143.01, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.46, 4.75, -0.09, -8.80, -0.00, -0.00, 0.00, -26.40, 33.60, -63.75
215789, 24.57, 996.19, 143.03, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.51, 4.88, -0.10, -8.72, -0.00, 0.01, 0.01, -26.40, 33.60, -63.75
215836, 24.57, 996.19, 143.03, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.56, 5.00, -0.04, -8.60, -0.00, -0.01, 0.00, -27.00, 31.95, -64.35
215877, 24.57, 996.18, 143.07, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.56, 4.84, -0.03, -8.69, -0.01, -0.01, 0.01, -27.00, 31.95, -64.35
215916, 24.56, 996.18, 143.11, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.51, 4.86, -0.11, -8.75, -0.00, 0.00, 0.01, -26.10, 31.35, -63.75
215959, 24.56, 996.18, 143.12, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.51, 4.93, -0.05, -8.72, -0.00, 0.00, 0.01, -26.10, 31.35, -63.75
215999, 24.56, 996.18, 143.09, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.18, 4.95, -0.05, -8.68, -0.00, 0.00, 0.00, -26.10, 31.35, -63.75
216039, 24.56, 996.18, 143.13, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.32, 4.88, -0.05, -8.71, -0.01, -0.01, 0.01, -26.70, 32.70, -64.05
216084, 24.57, 996.19, 143.01, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.51, 4.84, -0.06, -8.75, -0.01, -0.00, 0.01, -26.70, 32.70, -64.05
216123, 24.56, 996.18, 143.06, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.56, 4.82, -0.04, -8.75, -0.00, 0.00, 0.01, -26.70, 32.40, -62.85
216161, 24.56, 996.19, 143.03, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.56, 4.88, -0.05, -8.66, -0.00, 0.01, 0.01, -26.70, 32.40, -62.85
216203, 24.56, 996.19, 143.03, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.56, 4.94, -0.08, -8.69, -0.00, -0.00, 0.01, -26.70, 32.40, -62.85
216241, 24.56, 996.19, 143.05, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.37, 4.81, -0.08, -8.74, -0.01, -0.01, 0.01, -26.70, 32.40, -62.85
216281, 24.57, 996.19, 143.03, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.51, 4.84, -0.05, -8.76, 0.00, 0.00, 0.01, -26.70, 32.40, -62.85
216327, 24.57, 996.18, 143.12, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.51, 4.92, -0.08, -8.73, 0.00, 0.01, 0.00, -26.70, 32.40, -62.85
216368, 24.57, 996.18, 143.09, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.51, 4.94, -0.06, -8.68, -0.00, -0.00, 0.00, -26.70, 32.40, -62.85
216406, 24.57, 996.18, 143.07, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.51, 4.85, -0.09, -8.71, -0.01, -0.00, 0.00, -26.70, 32.40, -62.85
216449, 24.57, 996.18, 143.07, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.46, 4.83, -0.05, -8.76, -0.00, -0.00, 0.00, -27.15, 32.10, -63.75
216488, 24.56, 996.18, 143.06, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.32, 4.87, -0.08, -8.79, -0.00, 0.00, 0.00, -27.15, 32.10, -63.75
216528, 24.57, 996.19, 143.05, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.37, 4.97, -0.05, -8.75, -0.01, 0.00, 0.00, -26.40, 32.55, -63.75
216574, 24.57, 996.18, 143.07, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.56, 4.93, -0.05, -8.71, -0.00, -0.01, 0.01, -26.40, 32.55, -63.75
216613, 24.56, 996.19, 143.02, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.56, 4.79, 0.01, -8.71, 0.00, 0.01, 0.01, -26.40, 32.55, -63.75
216652, 24.56, 996.19, 143.03, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.32, 4.91, -0.05, -8.79, -0.00, 0.00, 0.00, -25.20, 32.70, -64.35
216694, 24.56, 996.20, 142.96, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.65, 4.88, -0.06, -8.75, -0.00, -0.00, 0.01, -25.20, 32.70, -64.35
216733, 24.56, 996.19, 143.00, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.56, 4.95, -0.03, -8.69, 0.00, 0.00, 0.00, -26.40, 30.60, -64.20
216772, 24.57, 996.20, 142.97, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.32, 4.69, -0.04, -8.85, -0.00, 0.01, 0.01, -26.40, 30.60, -64.20
216812, 24.57, 996.19, 143.02, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.51, 4.85, -0.07, -8.61, -0.01, 0.00, 0.01, -26.40, 30.60, -64.20
216857, 24.57, 996.19, 142.99, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.65, 4.86, -0.13, -8.68, -0.00, -0.01, 0.01, -27.30, 32.70, -63.60
216894, 24.57, 996.19, 143.03, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.56, 4.85, 0.02, -8.81, -0.01, 0.00, 0.01, -27.30, 32.70, -63.60
216937, 24.57, 996.18, 143.08, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.51, 4.84, -0.01, -8.68, -0.01, -0.00, 0.01, -26.10, 32.55, -62.10
216976, 24.57, 996.18, 143.12, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.46, 4.80, -0.03, -8.63, -0.00, -0.00, 0.00, -26.10, 32.55, -62.10
217015, 24.57, 996.18, 143.11, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.13, 4.86, -0.03, -8.73, -0.00, 0.02, 0.01, -26.10, 32.55, -62.10
217054, 24.57, 996.19, 143.02, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.51, 4.93, -0.08, -8.71, -0.00, -0.00, 0.01, -25.80, 31.80, -62.70
217101, 24.57, 996.19, 143.00, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.56, 4.88, 0.01, -8.61, -0.00, -0.00, 0.01, -25.80, 31.80, -62.70
217140, 24.57, 996.19, 143.00, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.27, 4.93, -0.09, -8.79, -0.00, 0.00, 0.00, -27.30, 30.90, -63.30
217181, 24.57, 996.19, 143.00, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.51, 4.93, -0.11, -8.80, 0.00, -0.01, 0.01, -27.30, 30.90, -63.30
217222, 24.56, 996.19, 143.03, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.27, 4.90, -0.06, -8.60, -0.00, 0.00, 0.01, -26.70, 33.15, -64.35
217261, 24.56, 996.18, 143.08, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.32, 4.89, -0.07, -8.86, -0.01, -0.01, 0.01, -26.70, 33.15, -64.35
217301, 24.56, 996.18, 143.09, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.46, 4.86, -0.02, -8.62, -0.00, -0.01, 0.00, -26.70, 33.15, -64.35
217346, 24.57, 996.18, 143.07, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.51, 4.87, -0.08, -8.78, -0.00, 0.00, 0.00, -26.70, 32.70, -64.35
217385, 24.56, 996.19, 143.05, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.70, 4.88, -0.10, -8.78, 0.00, 0.00, 0.00, -26.70, 32.70, -64.35
217425, 24.56, 996.19, 143.05, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.65, 4.90, -0.09, -8.71, -0.00, -0.00, 0.01, -26.70, 32.70, -64.35
217465, 24.56, 996.19, 143.03, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.51, 4.91, -0.02, -8.71, 0.00, 0.01, 0.01, -26.70, 32.70, -64.35
217505, 24.56, 996.19, 143.05, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.27, 4.90, -0.08, -8.73, -0.00, -0.01, 0.01, -26.70, 32.70, -64.35
217545, 24.57, 996.20, 142.97, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.46, 4.88, -0.03, -8.69, -0.00, -0.00, 0.01, -26.70, 32.70, -64.35
217591, 24.57, 996.20, 142.93, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.56, 4.91, -0.08, -8.73, -0.01, 0.00, 0.00, -26.70, 32.70, -64.35
217629, 24.57, 996.20, 142.95, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.51, 4.93, -0.12, -8.70, 0.00, -0.00, 0.01, -27.15, 31.35, -64.20
217668, 24.56, 996.19, 143.02, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.37, 4.88, -0.05, -8.71, -0.01, 0.00, 0.01, -27.15, 31.35, -64.20
217707, 24.56, 996.19, 143.02, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.46, 4.91, -0.07, -8.72, -0.00, 0.00, 0.00, -27.15, 31.35, -64.20
217746, 24.56, 996.19, 143.03, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.56, 4.86, -0.08, -8.71, -0.00, -0.00, 0.01, -27.00, 32.40, -65.40
217785, 24.56, 996.18, 143.07, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.46, 4.87, -0.06, -8.74, 0.00, 0.00, 0.00, -27.00, 32.40, -65.40
217831, 24.57, 996.18, 143.10, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.46, 4.87, -0.07, -8.69, 0.00, -0.00, 0.00, -26.40, 32.85, -63.15
217869, 24.57, 996.18, 143.11, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.46, 4.91, -0.08, -8.77, -0.00, 0.00, 0.01, -26.40, 32.85, -63.15
217908, 24.57, 996.18, 143.06, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.51, 4.86, -0.06, -8.69, -0.01, -0.00, 0.01, -26.40, 32.85, -63.15
217947, 24.57, 996.19, 143.05, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.46, 4.86, -0.02, -8.79, -0.00, -0.01, 0.01, -27.75, 32.70, -64.05
217987, 24.57, 996.18, 143.09, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.32, 4.84, 0.00, -8.65, -0.01, -0.01, 0.01, -27.75, 32.70, -64.05
218026, 24.57, 996.19, 143.04, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.46, 4.92, -0.08, -8.72, -0.01, -0.00, -0.00, -27.00, 31.95, -64.35
218072, 24.57, 996.19, 143.05, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.37, 4.85, -0.07, -8.72, -0.00, 0.00, 0.01, -27.00, 31.95, -64.35
218110, 24.57, 996.19, 143.00, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.46, 4.88, -0.06, -8.67, -0.00, 0.00, 0.00, -27.00, 31.95, -64.35
218149, 24.57, 996.20, 142.95, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.51, 4.94, -0.05, -8.79, -0.00, 0.00, 0.00, -27.30, 32.40, -64.65
218189, 24.57, 996.20, 142.89, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.51, 4.85, -0.08, -8.67, 0.00, -0.00, 0.00, -27.30, 32.40, -64.65
218228, 24.57, 996.21, 142.88, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.51, 4.87, -0.04, -8.75, -0.00, -0.00, 0.00, -26.10, 33.30, -63.75
218270, 24.57, 996.20, 142.93, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.51, 4.95, -0.01, -8.72, -0.00, 0.00, 0.00, -26.10, 33.30, -63.75
218316, 24.57, 996.20, 142.96, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.56, 4.93, -0.05, -8.69, -0.01, -0.01, 0.01, -26.10, 33.30, -63.75
218356, 24.57, 996.20, 142.97, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.56, 4.87, -0.06, -8.72, -0.00, -0.01, 0.01, -26.10, 31.05, -62.70
218396, 24.57, 996.19, 143.03, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.56, 4.86, -0.05, -8.76, -0.00, -0.01, 0.01, -26.10, 31.05, -62.70
218437, 24.57, 996.20, 142.96, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.51, 4.85, -0.13, -8.74, -0.01, -0.00, 0.01, -27.30, 30.90, -62.85
218478, 24.56, 996.19, 143.00, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.51, 4.89, -0.06, -8.74, -0.00, 0.00, 0.01, -27.30, 30.90, -62.85
218517, 24.56, 996.19, 143.02, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.65, 4.91, 0.00, -8.64, 0.00, -0.00, 0.00, -27.30, 30.90, -62.85
218569, 24.56, 996.19, 143.05, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.32, 4.86, -0.09, -8.76, -0.00, -0.01, 0.00, -27.30, 30.90, -62.85
218608, 24.56, 996.18, 143.10, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.56, 4.83, -0.09, -8.77, -0.00, -0.00, 0.00, -27.30, 30.90, -62.85
218649, 24.56, 996.19, 143.05, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 216.90, 5, 26.37, 4.87, -0.06, -8.69, -0.00, -0.00, 0.00, -27.30, 30.90, -62.85
218689, 24.56, 996.19, 143.03, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.51, 4.89, -0.04, -8.71, -0.00, 0.00, 0.01, -27.30, 30.90, -62.85
218729, 24.56, 996.19, 143.01, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.65, 4.89, -0.06, -8.75, -0.00, -0.00, 0.01, -27.30, 30.90, -62.85
218768, 24.56, 996.20, 142.97, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.32, 4.85, -0.08, -8.71, -0.01, -0.01, 0.01, -27.30, 30.90, -62.85
218813, 24.56, 996.20, 142.92, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.32, 4.89, 0.00, -8.70, -0.00, 0.00, 0.00, -27.30, 30.90, -62.85
218851, 24.56, 996.20, 142.96, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.37, 4.92, -0.09, -8.70, -0.00, 0.00, 0.01, -26.40, 33.30, -64.20
218890, 24.56, 996.20, 142.96, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.51, 4.92, -0.11, -8.70, -0.00, -0.00, 0.01, -26.40, 33.30, -64.20
218930, 24.56, 996.19, 143.00, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.56, 4.88, -0.03, -8.74, 0.00, -0.01, 0.00, -24.90, 33.15, -64.35
218970, 24.56, 996.19, 143.06, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.51, 4.86, -0.00, -8.71, -0.00, -0.00, 0.01, -24.90, 33.15, -64.35
219009, 24.56, 996.19, 143.03, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.37, 4.88, -0.05, -8.72, 0.00, 0.01, 0.01, -24.90, 33.15, -64.35
219056, 24.56, 996.19, 143.05, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.37, 4.98, -0.06, -8.69, -0.00, 0.00, 0.01, -28.05, 32.40, -63.60
219095, 24.56, 996.18, 143.06, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.80, 4.93, -0.09, -8.71, -0.00, -0.01, 0.01, -28.05, 32.40, -63.60
219134, 24.56, 996.19, 143.01, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.56, 4.82, -0.03, -8.69, -0.00, -0.01, 0.00, -25.35, 30.30, -65.25
219173, 24.56, 996.19, 142.99, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.51, 4.82, -0.04, -8.76, -0.00, 0.01, 0.00, -25.35, 30.30, -65.25
219212, 24.56, 996.19, 142.99, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.56, 4.86, -0.10, -8.73, -0.01, 0.00, 0.00, -25.35, 30.30, -65.25
219251, 24.56, 996.19, 143.01, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.27, 4.96, -0.03, -8.71, -0.00, 0.01, 0.01, -26.10, 31.80, -64.20
219297, 24.57, 996.19, 143.00, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.27, 4.92, 0.01, -8.66, -0.01, 0.00, 0.01, -26.10, 31.80, -64.20
219335, 24.56, 996.19, 143.02, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.37, 4.88, 0.06, -8.71, -0.00, 0.00, 0.00, -26.85, 32.85, -63.15
219374, 24.56, 996.19, 143.02, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.46, 4.95, 0.05, -8.66, -0.00, 0.01, 0.01, -26.85, 32.85, -63.15
219414, 24.56, 996.18, 143.09, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.70, 4.85, -0.15, -8.73, -0.00, 0.01, 0.01, -26.85, 32.85, -63.15
219452, 24.56, 996.18, 143.08, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.37, 4.99, -0.05, -8.73, 0.00, -0.01, 0.01, -26.70, 32.40, -63.30
219491, 24.56, 996.18, 143.07, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.27, 4.87, -0.04, -8.67, -0.00, 0.01, 0.01, -26.70, 32.40, -63.30
219537, 24.57, 996.18, 143.07, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.37, 4.86, 0.00, -8.67, -0.01, 0.00, 0.01, -27.60, 32.55, -63.45
219576, 24.56, 996.18, 143.12, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.56, 4.91, -0.07, -8.72, -0.01, 0.00, 0.00, -27.60, 32.55, -63.45
219618, 24.56, 996.17, 143.16, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.46, 4.94, -0.13, -8.66, -0.00, -0.01, 0.01, -27.60, 32.55, -63.45
219657, 24.57, 996.18, 143.13, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.56, 4.85, -0.11, -8.72, -0.00, -0.01, 0.01, -27.60, 32.55, -63.45
219700, 24.57, 996.18, 143.12, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.37, 4.71, -0.00, -8.60, -0.01, -0.00, 0.01, -27.60, 32.55, -63.45
219739, 24.56, 996.17, 143.16, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.51, 4.51, -0.13, -8.64, -0.01, 0.02, 0.00, -27.60, 32.55, -63.45
219779, 24.56, 996.18, 143.10, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.32, 5.14, -0.18, -9.29, -0.00, 0.01, 0.01, -27.60, 32.55, -63.45
219824, 24.56, 996.17, 143.17, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.51, 5.06, -0.19, -8.81, 0.00, 0.00, 0.01, -27.60, 32.55, -63.45
219863, 24.56, 996.17, 143.20, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.32, 4.75, -0.02, -8.63, 0.00, -0.00, 0.01, -27.60, 32.55, -63.45
219902, 24.56, 996.17, 143.19, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.65, 5.03, 0.05, -8.75, -0.00, -0.00, 0.01, -27.60, 32.55, -63.45
219944, 24.56, 996.16, 143.27, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.37, 4.77, -0.05, -8.82, -0.00, -0.01, 0.00, -27.75, 33.90, -64.35
219983, 24.56, 996.17, 143.17, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.32, 4.84, -0.15, -8.70, -0.00, 0.00, 0.00, -27.75, 33.90, -64.35
220023, 24.56, 996.17, 143.17, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.13, 4.92, -0.07, -8.83, -0.00, -0.00, -0.00, -27.75, 33.90, -64.35
220068, 24.56, 996.17, 143.17, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.32, 4.80, 0.01, -8.74, 0.00, -0.00, 0.00, -28.95, 31.05, -63.75
220107, 24.56, 996.17, 143.16, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.27, 4.82, -0.06, -8.62, -0.00, 0.00, 0.00, -28.95, 31.05, -63.75
220145, 24.56, 996.17, 143.16, 326.50, -31.56, -169.75, 3443.15, 8638.28, 0.61, 248.89, 215.90, 5, 26.32, 4.84, -0.10, -8.67, -0.01, 0.00, 0.00, -26.85, 31.05, -63.45
